,Unnamed: 0,Link,Title,Estate_type,Province,District,Ward,Price,Square,Post_date,Describe,Numb_bedroom,Numb_toilet,Numb_floor
491,491,https://bds.com.vn/re-bat-ngo--vo-no-ban-gap-biet-thu-cau-buou-thanh-tri-lo-goc-o-to-do-bay-dan-94-met-chi-11-ty-vnd---biet-thu-vip---lo-goc---mat-tien-rong-mien-man---p554686.html,RẺ BẤT NGỜ ! VỠ NỢ BÁN GẤP BIỆT THỰ CẦU BƯƠU THANH TRÌ LÔ GÓC Ô TÔ ĐỖ BẦY ĐÀN 94 MÉT CHỈ 11 TỶ VNĐ - BIỆT THỰ VIP - LÔ GÓC - MẶT TIỀN RỘNG MIÊN MAN -,nhà biệt thự liền kề,Hà Nội,Huyện Thanh Trì,Xã Tả Thanh Oai,11000000000.0,94.0,02/08/2024,"RẺ BẤT NGỜ ! VỠ NỢ BÁN GẤP BIỆT THỰ CẦU BƯƠU THANH TRÌ LÔ GÓC Ô TÔ ĐỖ BẦY ĐÀN 94 MÉT CHỈ 11 TỶ VNĐBIỆT THỰ VIP - LÔ GÓC - MẶT TIỀN RỘNG MIÊN MAN - 03 MẶT THOÁNG - HIẾM

- Toạ lạc ngay vị trí đẹp nhất dự án. Hàng xóm xung quanh toàn cán bộ, dân trí cao, an ninh đảm bảo 24/7. Xung quanh cây cối xanh mát, không khí trong lành cực thích.
- Vỉa hè rộng rãi, khu phân lô ô tô tránh, chạy vòng quanh. Chỗ để xe thoải mái.
- Lô góc vị trí đắc địa, hai mặt tiền ba mặt thoáng. Các phòng đều có cửa sổ thoáng và sáng.
- Tương lai gần giá tăng cao khi Thanh Trì lên Quận, đầu tư hay mua vừa ở vừa làm văn phòng đều quá đỉnh.
- Thiết kế: 
+ Tầng 1: Sân + 02 phòng làm việc + vệ sinh.
+ Tầng 2 + 3: Mỗi tầng 02 phòng + vệ sinh
+ Tầng 4: Phòng ngủ + phòng thờ + sân thượng.
- LH:em 0963948488 đề mua nhà                                 
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Huyện Thanh Trì
Mua bán nhà đất Xã Tả Thanh Oai",4.0,4.0,4.0
492,492,https://bds.com.vn/hang-hot---anh-that-100--chu-can-ban--nha-rieng-phan-lo-xa-la-ha-dong-moi--dep-o-ngay-rat-hiem-dien-tich-50m-chi-105-ty-vnd-p554687.html,"HÀNG HÓT !  ẢNH THẬT 100%  CHỦ CẦN BÁN  NHÀ RIÊNG PHÂN LÔ XA LA HÀ ĐÔNG MỚI  ĐẸP Ở NGAY RẤT HIẾM DIỆN TÍCH 50M CHỈ 10,5 TỶ VNĐ",Unknown,Hà Nội,Unknown,Unknown,10500000000.0,50.0,01/08/2024,"HÀNG HÓT !  ẢNH THẬT 100%  CHỦ CẦN BÁN NHÀ RIÊNG PHÂN LÔ XA LA HÀ ĐÔNG MỚI  ĐẸP Ở NGAY RẤT HIẾM DIỆN TÍCH 50M CHỈ 10,5 TỶ VNĐPHÂN LÔ, VÀI Ô TÔ TRÁNH - TRỤC CHÍNH KĐT - KINH DOANH ĐỈNH - VIEW SÂN TENIS - NGAY CHỢ XA LA - NHÀ ĐẸP KHÔNG TỲ VẾT - VỈA HÈ 5M

Mô tả:
+ Nhà vị trí cực đẹp nằm trên trục đường to chạy thẳng từ khu dịch vụ sang khu đô thị Xa La, đường trước nhà 3 ô tô tránh, dừng đỗ ngày đêm trước nhà, vỉa hè rộng mênh mông. Nhà để ở, làm văn phòng công hoặc kinh doanh thì tuyệt vời ngay chợ Xa La.
+ Khu vực trung tâm Hà Đông tiện ích bạt ngàn gần bệnh viện 103, viện K, HV Quân Y, trường học các cấp, TTTM, chợ, giao thông cực thuận các ngả.
+ Nhà 5 tầng còn mới nguyên khách mua chỉ việc về sử dụng, thiết kế hiện đại, khách xem là ưng.
- Tầng 1: Thông sàn kinh doanh, hoặc gara 2 ô tô, wc.
- Tầng 2: Phòng khách, bếp, wc.
- Tầng 3, 4: Mỗi tầng 2 phòng, wc.
- Tầng 5: Phòng thờ, sân phơi.
+ Sổ đỏ chính chủ, vuông đẹp.                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Thị Xã Sơn Tây
Mua bán nhà đất Thị Xã Sơn Tây",4.0,5.0,5.0
493,493,https://bds.com.vn/gia-re--chinh-chu--ban-nha-pho--ba-trieu-ha-dong-10-met-ra-pho-gia-dau-tu-93-met-hon-6-ty-p559532.html,GIÁ RẺ ! CHÍNH CHỦ  BÁN NHÀ PHỐ  BÀ TRIÊU HÀ ĐÔNG 10 MÉT RA PHỐ GIÁ ĐẦU TƯ 93 MÉT HƠN 6 TỶ,Unknown,Hà Nội,Unknown,Unknown,6600000000.0,93.0,02/08/2024,"GIÁ RẺ ! CHÍNH CHỦ  BÁN NHÀ PHỐ  BÀ TRIÊU HÀ ĐÔNG 10 MÉT RA PHỐ GIÁ ĐẦU TƯ 93 MÉT HƠN 6 TỶ 
+ THỬA ĐẤT CỰC ĐẸP NỞ HẬU XÂY TOÀ NHÀ VĂN PHÒNG HOẶC CCMN CỰC ĐỈNH 
+ THIỆN CHÍ BÁN NGAY NẾU KHÁCH ƯNG HIỆN 8 PHÒNG ĐANG CHO THUÊ 4TR/TH 
+ SỔ ĐỎ CẦM TAY GIAO DỊCH LUÔN 
+LH :0963948488 ĐỀ MUA NHÀ  
                                 
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Thị Xã Sơn Tây
Mua bán nhà đất Thị Xã Sơn Tây",4.0,4.0,3.0
494,494,https://bds.com.vn/ban-gap--phan-lo-to-huu-ha-dong-o-to-kinh-doanh-sieu--dinh- -200-met-mat-tien-8-met-hon-20-ty-p559528.html,"BÁN GẤP ! PHÂN LÔ TỐ HỮU HÀ ĐÔNG Ô TÔ KINH DOANH SIÊU  ĐỈNH 
 200 MÉT MẶT TIỀN 8 MÉT HƠN 20 TỶ",Unknown,Hà Nội,Unknown,Unknown,29900000000.0,200.0,02/08/2024,"BÁN GẤP ! PHÂN LÔ TỐ HỮU HÀ ĐÔNG Ô TÔ KINH DOANH ĐỈNH 200 MÉT MẶT TIỀN 8 MÉT HƠN 20 TỶ 
+ VỊ TRÍ PHÂN LÔ RỘNG THOÁNG TRƯỚC SAU KINH DOANH SIÊU LỢI NHUẬN
+ GẦN TRUNG TÂM THƯƠNG MAI EON VÀ CÁC CHUNG CƯ ĐỈNH CAO SẦM UẤT 
+  SỔ ĐỎ NÉT CĂNG GIAO DỊCH LUÔN 
LH: 0963948488 ĐỀ MUA NHÀ                                 
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Thị Xã Sơn Tây
Mua bán nhà đất Thị Xã Sơn Tây",4.0,4.0,5.0
495,495,https://bds.com.vn/chu-nha-mot--ban-nha-rieng-khu-dau-gia-mau-luong-ha-dong- -dien-tich-60-met-chi-hon-7-ty-vnd--phan-lo---o-to-tranh---kinh-doanh--nha-moi-dep-long-p554949.html,"CHỦ NHÀ MÓT ! BÁN NHÀ RIÊNG KHU ĐẤU GIÁ MẬU LƯƠNG HÀ ĐÔNG 
 DIỆN TÍCH 60 MÉT CHỈ HƠN 7 TỶ VNĐ -PHÂN LÔ - Ô TÔ TRÁNH - KINH DOANH -NHÀ MỚI ĐẸP LONG",Unknown,Hà Nội,Unknown,Unknown,7500000000.0,60.0,01/08/2024,"CHỦ NHÀ MÓT ! BÁN NHÀ RIÊNG KHU ĐẤU GIÁ MẬU LƯƠNG HÀ ĐÔNG - PHÂN LÔ - Ô TÔ TRÁNH - KINH DOANH -NHÀ MỚI ĐẸP LONG LANH- VIU THOÁNG VĨNH VIỄN- TRƯỚC NHÀ ĐỖ 9CON+ Nhà xây chắc chắn thiết kế 4 tầng mặt tiền rộng thoáng vị trí kinh doanh cực tốt.
Tầng 1: Thông sàn, kinh doanh
Tầng 2: Phòng khách, bếp, WC.
 
Tầng 3: 2 phòng ngủ, 2wc.
Tầng 4: 1 ngủ, wc, 1 phòng thờ, Sân phơi.
+ Nhà thuộc khu đất Đấu giá Mậu Lương ngay gần trường Mầm non Mậu Lương Kiến Hưng, gần nhà Văn hóa trường mầm non, cấp 1, cấp 2, gần chợ Mậu Lương, sân bóng,...
- Phân lô ô tô tránh, mặt tiền rộng vừa ở vừa kinh doanh cực tốt .LH:EM 0963948488 đề xem nhà                                 
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Thị Xã Sơn Tây
Mua bán nhà đất Thị Xã Sơn Tây",4.0,4.0,4.0
496,496,https://bds.com.vn/bo-re--ban-nha-do-thi-do-nghia-ha-dong-phan-lo-o-to-tranh-tang-noi-that-100tr-met-p555195.html,BỔ RẺ ! BÁN NHÀ ĐÔ THỊ ĐÔ NGHĨA HÀ ĐÔNG PHÂN LÔ Ô TÔ TRÁNH TẶNG NỘI THẤT 100TR/ MÉT,Unknown,Hà Nội,Unknown,Unknown,10400000000.0,100.0,02/08/2024,"BỔ RẺ ! BÁN NHÀ ĐÔ THỊ ĐÔ NGHĨA HÀ ĐÔNG PHÂN LÔ Ô TÔ TRÁNH 100TR/ MÉT 
+ Nhà liền kề phân lô đã hoàn thiện rất hiếm nhà đã hoàn thiện bán nằm trong KĐT Đô Nghĩa khu vực phía tây Thủ Đô đang phát triển hạ tầng mạnh, KĐT cạnh dự án vành đai 4, + KĐT được quy hoạch xanh sạch với 500 căn liền kề, 100 căn biệt thự đơn lập và song lập, công viên cây xanh, khu thể thao giải trí đầy đủ 
+ Đầy đủ mọi tiện ích: cạnh công viên cây đàn, bãi đỗ xe, siêu thị Winmart, nhà hàng, cafe, trường học các cấp, bệnh viện Nhi Hà Nội (đang xây dựng)
+ Nhà được chủ tâm huyết hoàn thiện trên mặt bằng 100m x 5 tầng thiết kế thông thoáng trước sau theo tiêu chuẩn đô thị, vị trí nằm trên trục đường thông thoáng thuận tiện vừa ở và làm văn phòng kinh doanh, cho thuê tổng 6 phòng ngủ, 6 WC, có thể lắp thêm thang máy- Tầng 1: Gara xe, 1 phòng đa năng- Tầng 2: 1 Phòng ngủ, phòng khách bếp- Tầng 3,4: Mỗi tầng 2 phòng ngủ khép kín- Tầng 5: phòng thờ, sân phơi+ Chủ hoàn thiện rất tâm huyết toàn bộ cửa chính phụ là gỗ lim, hệ thống điện, nước rất tốt, chủ để lại nội thất gắn tường: tủ bếp gỗ an cường, 6 điều hoà Daikin, ...+ Sổ đỏ đẹp sẵn sàng giao dịchLH :ngay zalo 0963948488  để mua nhà                                 
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Thị Xã Sơn Tây
Mua bán nhà đất Thị Xã Sơn Tây",5.0,5.0,5.0
497,497,https://bds.com.vn/hot-hot--ban-nha-khu-do-thi-van-quan-ha-dong-cuc-dep-khu-vip-mat-me-8a1-met-vuong-4-tang-5-mat-tien-hon-10-ty-p562431.html,HÓT HÓT ! BÁN NHÀ KHU ĐÔ THỊ VĂN QUÁN HÀ ĐÔNG CỰC ĐẸP KHU VÍP MÁT MẺ 8a1 MÉT VUÔNG 4 TẦNG 5 MẶT TIỀN HƠN 10 TỶ,Unknown,Hà Nội,Unknown,Unknown,14500000000.0,81.0,02/08/2024,"HÓT HÓT ! BÁN NHÀ KHU ĐÔ THỊ VĂN QUÁN HÀ ĐÔNG CỰC ĐẸP KHU VÍP MÁT MẺ 8a1 MÉT VUÔNG 4 TẦNG 5 MẶT TIỀN HƠN 10 TỶ 
 
+Vị trí cực đẹp gần trường học vip VICTORY, BAN MAI , chợ đầu mối, vài bước ra mặt phố Chiến Thắng, tiện ích ngập tràn giao thông thuận tiện khắp các ngả. Nhà 2 mặt ngõ trước, sau ô tô tránh thiết kế 4 tầng vừa ở vừa kinh doanh rất thuận tiện.

Thiết kế: 4 tầng 
+ Tầng 1 : Thông sàn làm văn phòng kinh doanh cực đẹp, phòng khách , bếp, wc.
+ Tầng 2,3: Tổng 4 Phòng rộng, 4 wc, khép kín
+ Tầng 4: Phòng thờ , sân phơi, ưc.

+ Sổ đỏ đẹp đã hoàn công chính chủ giao dịch nhanh
+LH: 0963948488 ĐỂ MUA NHÀ                                 
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Thị Xã Sơn Tây
Mua bán nhà đất Thị Xã Sơn Tây",4.0,5.0,4.0
498,498,https://bds.com.vn/sieu-hiem--ban-biet-thu--lang-viet-kieu-mo-lao-77-met-4-tang-45-mt-gia-154-ty-p576732.html,"SIÊU HIẾM ! BÁN BIỆT THỰ  LÀNG VIỆT KIỀU MỘ LAO 77 MÉT 4 TẦNG 4,5 MT GIÁ 15,4 TỶ",Unknown,Hà Nội,Unknown,Unknown,15444000000.0,77.0,02/08/2024,"BIỆT THỰ LIỀN KỀ VIEW CÔNG VIÊN - VỈA HÈ 2 BÊN - GARA Ô TÔ DỪNG ĐỖ NGÀY ĐÊM - Ô CHỜ THANG MÁY - VỪA Ở VỪA KINH DOANH - VĂN PHÒNG - SPA.

Mô tả:
+ Thuộc khu Đô thị Mỗ Lao - Nguyễn Văn Lộc, địa điểm rất nhiều văn phòng, nhà hàng sang chảnh...
+ Nhà vị trí đẹp, để ở và kinh doanh, làm văn phòng, spa, phòng khám...đều tuyệt vời, vỉa hè, gara ô tô dừng đỗ ngày đêm.
+ Thiết kế: 
- Tầng 1: Gara ô tô, khu sinh hoạt chung, bếp, Wc.
- Tầng 2: Phòng khách, WC + 1 ngủ, WC khép kín.
- Tầng 3: 2 ngủ, 2WC khép kín.
- Tầng 4: Phòng thờ + Khu giặt, Sân phơi.
- Có ô chờ thang máy thiết kế rất hợp lý.
+ Sổ đỏ phân lô vuông đẹp, sẵn sàng giao dịch.
LH: 0358089093                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Thị Xã Sơn Tây
Mua bán nhà đất Thị Xã Sơn Tây",4.0,4.0,4.0
499,499,https://bds.com.vn/sale-re--tut-quan--ban-nha-biet-thu-dong-mai-ha-dong-o-to-3-thoang-o-suong-cho-3-the-he-180-met-vuong-nhinh-5-ty-p560630.html,"SALE RẺ  TỤT QUẦN ! BÁN NHÀ BIỆT THỰ ĐỒNG MAI HÀ ĐÔNG Ô TÔ 3 THOÁNG Ở SƯỚNG CHO 3 THẾ HỆ ,180 MÉT VUÔNG NHỈNH 5 TỶ",Unknown,Hà Nội,Unknown,Unknown,5700000000.0,180.0,02/08/2024,"SALE TỤT RẺ  QUẦN ! BÁN NHÀ BIỆT THỰ ĐỒNG MAI HÀ ĐÔNG Ô TÔ 3 THOÁNG Ở SƯỚNG CHO 3 THẾ HỆ ,180 MÉT VUÔNG NHỈNH 5 TỶ 
 
+ Nhà chủ tự xây ở mới được 2 năm vô cùng chắc chắn, chuẩn kiến trúc kiểu biệt thự sân vườn, ô tô vào nhà thoải mái. Chủ để lại 95% nội thất cho khách thiện chí.

+ Nhà chỉ cách Quốc Lộ 6 chừng 1km, cách bến xe Yên Nghĩa 3km. Đường Đồng Mai thẳng tắp đường trải nhựa oto vào tận nhà. Từ nhà ra oto tránh tầm 50m, gần cầu Mai Lĩnh & chợ Mai Lĩnh họp nhộn nhịp ngày đêm, gần trường Mầm Non, Cấp 1 2 Đồng Mai, UBND phường, xung quanh tiện ích ko thiếu thứ gì...

+ Thiết kế: gồm 4 PN, 3WC + PK + Bếp + phòng thờ + sân phơi Tầng 3. Tầng 1 sân chơi rộng thoải mái đỗ ô tô.

+ Nhà Biệt Thự đẹp, 3 mặt thoáng, mặt tiền rộng, đủ công năng cho gia đình 3 thế hệ sinh hoạt thoải mái với mức tài chính hiếm có trong khu rẻ nhất 
sổ đỏ sẵn sàng giao dịch 
LH : 0963948488 - 0358089093 ĐỂ XEM NHÀ                                 
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Thị Xã Sơn Tây
Mua bán nhà đất Thị Xã Sơn Tây",4.0,5.0,3.0
500,500,https://bds.com.vn/gap-gap--can-ban-nha-duong-lang-dong-da-100-met-5-tang-68-mat-tien-68-met-gia-chi-125-ty-p577484.html,"GẤP GẤP ! CÂN BÁN NHÀ ĐƯỜNG LÁNG ĐỐNG ĐA 100 MÉT 5 TẦNG 6,8 MẶT TIỀN 6,8 MÉT GIÁ CHỈ 12,5 TỶ",nhà riêng,Hà Nội,Quận Đống Đa,Phường Thịnh Quang,12000000000.0,100.0,01/08/2024,"GẤP GẤP ! CÂN BÁN NHÀ ĐƯỜNG LÁNG ĐỐNG ĐA 100 MÉT 5 TẦNG 6,8 MẶT TIỀN 6,8 MÉT GIÁ CHỈ 12,5 TỶ
BIỆT THỰ MINI TRUNG TÂM THỦ ĐÔ – GẦN PHỐ

- Tổng diện tích 100m2 , xây dựng 75m2 còn lại làm sân thoáng của riêng nhà. Nhà KCBT chắc chắn, gần phố, ngõ thông khắp ngả.
- Tương lai sau qui hoạch Đường Láng, giá trị nhà tăng.
- Thiết kế:
+ Tầng 1 : Thông sàn Phòng khách + Bếp.
+ Tầng 2, 3: mỗi tầng gồm 2 phòng rộng ( cầu thang và vệ sinh giữa ).
+ Tầng 4 : Phòng thờ + Sân phơi.

+ Sổ đỏ chính chủ, pháp lý sạch.
LH; 0358589093                                
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Đống Đa
Mua bán nhà đất Phường Thịnh Quang",4.0,4.0,5.0
501,501,https://bds.com.vn/hot-hot---ban-biet-thu--khu-sieu-vip-nguyen-trai-thanh-xuan----160-met-5-tang--4-mat-thoang---gara-2-o-to---dung-do---chu-tu-xay---o-cho-thang-may-p577432.html,"HÓT HÓT  ! BÁN BIỆT THỰ  KHU SIÊU VÍP NGUYỄN TRÃI THANH XUÂN  - 160 MÉT 5 TÂNG , 4 MẶT THOÁNG - GARA 2 Ô TÔ - DỪNG ĐỖ - CHỦ TỰ XÂY - Ô CHỜ THANG MÁY",nhà biệt thự liền kề,Hà Nội,Quận Thanh Xuân,Phường Hạ Đình,28000000000.0,160.0,02/08/2024,"HÀNG HIẾM ! BÁN BIỆT THỰ  KHU SIÊU VÍP NGUYỄN TRÃI THANH XUÂN  - 160 MÉT 5 TÂNG , 4 MẶT THOÁNG - GARA 2 Ô TÔ - DỪNG ĐỖ - CHỦ TỰ XÂY - Ô CHỜ THANG MÁY - SỔ ĐẸP  - Ở CỰC THÍCH - GIÁ RẺ 

+ Vị trí ngôi nhà nằm trong khu phân lô biệt thự cho quan chức, dân trí cao, an ninh cực kỳ tuyệt vời, mọi cơ sở hạ tầng đều tiện nghi và đầy đủ, xung quanh công năng tiện ích ngập tràn không thiếu thứ gì.
+ Nhà 4 mặt thoáng, phòng nào cũng có ban công, trước nhà là khu vui chơi.

+ Chủ là Cán bộ Công chức nghành xây dựng, tự xây cực kỳ tâm huyết, thiết kế hợp lý, ô chờ thang máy. Móng có thể lên thêm vài tầng thoải mái.
+ Thiêt kế:
- T1: Gara ô tô + Sân vườn + Bếp + Wc.
- T2: Phòng khách + 2 Phòng ngủ + Wc 
- T3: Gồm 3 Phòng ngủ khép kín.
- T4: Phòng Thờ + 2 Phòng ngủ khép kín.
- T5: Tum. 

+ Sổ đỏ cất két, sẵn sàng giao dịch.
+LH: 0963948488  ĐỂ MUA NHÀ                                 
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Thanh Xuân
Mua bán nhà đất Phường Hạ Đình",7.0,5.0,5.0
503,503,https://bds.com.vn/biet--thu--sieu-re----khu-do--thi--eden-roes-----nguyen-xien-140-met-4tang--9-mat-tien-chi-225-ty-p577308.html,"BIỆT  THỰ  SIÊU RẺ  - KHU ĐÔ  THỊ  EDEN ROES  -  NGUYỄN XIỂN 140 MÉT 4TẦNG  9 MẶT TIỀN CHỈ 22,5 TỶ",nhà biệt thự liền kề,Hà Nội,Huyện Thanh Trì,Xã Thanh Liệt,22000000000.0,140.0,01/08/2024,"BIỆT  THỰ  SIÊU RẺ  - KHU ĐÔ  THỊ  EDEN ROES  -  NGUYỄN XIỂN 140 MÉT 4TẦNG  9 MẶT TIỀN CHỈ 22,5 TỶ 

+Biệt Thự Siêu Vip - Tặng Toàn Bộ Nội Thất Siêu Xịn Trị Giá 4 Tỷ - Đặc Biệt Móng Được Gia Cố Bằng 20 Tấn Đá Thạch Anh Cực Chắc Chắn  Phong Thuỷ.

 MÔ TẢ : Biệt thự 4 tầng —> Vị Trí Đắc Địa

Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Huyện Thanh Trì
Mua bán nhà đất Xã Thanh Liệt",4.0,5.0,4.0
504,504,https://bds.com.vn/day-roi--ban-toa-nha-khuat-duy-tien-gan-nga-tu-le-van-luong-to-huu-72-met-9-tang----mat-pho-vip---phan-khuc-hiem---vi-tri-cuc-dep---via-he-thenh-p577681.html,ĐÂY RỒI ! BÁN TOÀ NHÀ KHUẤT DUY TIẾN GẦN NGÃ TƯ LÊ VĂN LƯƠNG TỐ HỮU 72 MÉT 9 TẦNG -  MẶT PHỐ VIP - PHÂN KHÚC HIẾM - VỊ TRÍ CỰC ĐẸP - VỈA HÈ THÊNH,nhà mặt phố,Hà Nội,Quận Thanh Xuân,Phường Thanh Xuân Trung,41000000000.0,72.0,02/08/2024,"ĐÂY RỒI ! BÁN TOÀ  NHÀ  KHUẤT  DUY  TIẾN  GẦN  NGÃ  TƯ  LÊ  VĂN  LƯƠNG  TỐ  HỮU 72 MÉT 9 TẦNG -  MẶT PHỐ VIP - PHÂN KHÚC HIẾM - VỊ TRÍ CỰC ĐẸP - VỈA HÈ THÊNH THANG - GIÁ HƠP LÝ 

MÔ TẢ: 

- Toà nhà nằm ngay gần ngã tư Lê Văn Lương - Tố Hữu, vỉa hè rộng nhất phố , thiết kế hiện đại đầy đủ GPXD, đang cho công ty nước ngoài thuê 80tr/ tháng , hợp đồng còn 4 năm.

Thiết kế 
T1: để xe
T2: lửng
T3.4.5.6.7.8 thông sàn
T9: phòng kỹ thuật - sân 

Pháp lý 

Sổ vuông đẹp chính chủ sẵn sàng giao dịch 
LH: 0358089093 để mua nhà                                 
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Thanh Xuân
Mua bán nhà đất Phường Thanh Xuân Trung",4.0,4.0,9.0
505,505,https://bds.com.vn/dep-dep--ban-nha-lien-ke-licogi-khuat-duy-tien-73-met-7-tang-phan-lo-4-o-to-tranh-nhau-dung-do-ngay-dem---toa-van-phong-vua-o-vua-kinh-doanh-p577678.html,ĐẸP ĐẸP ! BÁN NHÀ LIỀN KỀ LICOGI KHUẤT DUY TIẾN 73 MÉT 7 TẦNG PHÂN LÔ 4 Ô TÔ TRÁNH NHAU DỪNG ĐỖ NGÀY ĐÊM - TOÀ VĂN PHÒNG VỪA Ở VỪA KINH DOANH,nhà biệt thự liền kề,Hà Nội,Quận Thanh Xuân,Phường Nhân Chính,25000000000.0,73.0,02/08/2024,"ĐẸP ĐẸP ! BÁN NHÀ LIỀN KỀ LICOGI KHUẤT DUY TIẾN 73 MÉT 7 TẦNG PHÂN LÔ 4 Ô TÔ TRÁNH NHAU DỪNG ĐỖ NGÀY ĐÊM - TOÀ VĂN PHÒNG VỪA Ở VỪA KINH DOANH ĐỈNH 

Mô tả : 
Vị trí vàng khu vực hiếm nhà bán xử gì quanh toàn biệt thự và CC cao cấp, khu VIP nhất toà cán bộ sinh sống và làm việc, tiện ích không thiếu gì 
Hiện trạng chủ thiết kế 6 Tầng 1 Tum diện tích xây Full Thang máy xịn chạy êm du, 

+ Chủ đã cho 1 Bên thuê cả nhà là 60tr/Th , HĐ 5 năm , khách mua lối thiếp HĐ thuê. 

Tầng 1,2,3 : thiết kế thông sàn 
Tầng 4 chia 2 phòng 
Tầng 5,6 thông sàn 
Tầng 7 Tum 

- Sổ đỏ chính chủ, nở hậu 1cm.
LH: 0358089093 ĐỂ MUA NHÀ                                 
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Quận Thanh Xuân
Mua bán nhà đất Phường Nhân Chính",4.0,4.0,7.0
506,506,https://bds.com.vn/ban-gap--sieu-pham-toa-vp----khu-dau-gia-tan-trieu-123-met---10-tang-thang-may-moi-koong----so-phan-lo----he-rong--mat-tien-dep---1-tang-ham-de-4c-p577800.html,"BÁN GẤP  SIÊU PHẨM TOÀ VP -  KHU ĐẤU GIÁ TÂN TRIỀU 123 MÉT  -10 TẦNG THANG MÁY MỚI KOONG -  SỔ PHÂN LÔ  - HÈ RỘNG  ,MẶT TIỀN ĐẸP - 1 TẦNG HẦM ĐỂ 4C",nhà biệt thự liền kề,Hà Nội,Huyện Thanh Trì,Xã Tân Triều,31000000000.0,123.0,02/08/2024,"BÁN GẤP  SIÊU PHẨM TOÀ VP -  KHU ĐẤU GIÁ TÂN TRIỀU 123 MÉT  -10 TẦNG THANG MÁY MỚI KOONG -  SỔ PHÂN LÔ  - HÈ RỘNG  ,MẶT TIỀN ĐẸP - 1 TẦNG HẦM ĐỂ 4C OTO - 9 TẦNG NỔI THÔNG SÀN ,  KINH DOANH - TƯƠNG LAI SAU QUY HOẠCH CÁCH 1NHÀ RA PHỐ NGUYỄN KHUYẾN

Vị trí: Nằm trong khu phân lô bàn cờ, kẹp giữa đường Phùng Hưng,đường Nguyễn Khuyến kéo dài và đường yên xá .Xung quanh có nhiều tòa nhà văn phòng và nhà hàng. Tiện làm văn phòng, nhà nghỉ...

+ Vị trí đắc địa, xung quanh bán kính 500m là: Viện bỏng Quốc gia, Viện Quân y 103, Viện K Tân Triều, KĐT Xala, trục đường Chu Văn An…

+ Thiết kế 10 tầng ,tầng 1 Hầm - 9 tầng nổi thông sàn,tầng 10 là tum

+ Hiện nhà xây mới đã hoàn thiện ,
+ Nhà chủ đã cho thuê ngày 1/6 /2023 chủ bàn giao nhà cho bên cho thuê.dòng tiền 90tr / tháng. 
+ LH: 0358089093 để xem nhà                                 
Tìm kiếm theo từ khóa:
Mua bán nhà đất
Mua bán nhà đất Hà Nội
Mua bán nhà đất Huyện Thanh Trì
Mua bán nhà đất Xã Tân Triều",6.0,6.0,10.0
